	poem_name	poem
100	the rape of lucrece	['look, as the fair and fiery-pointed sun,', 'rushing from forth a cloud, bereaves our sight;', 'even so, the curtain drawn, his eyes begun', 'to wink, being blinded with a greater light:', 'whether it is that she reflects so bright,', 'that dazzleth them, or else some shame supposed;', 'but blind they are, and keep themselves enclosed.']
101	the rape of lucrece	"['o, had they in that darksome prison died!', 'then had they seen the period of their ill;', ""then collatine again, by lucrece' side,"", 'in his clear bed might have reposed still:', 'but they must ope, this blessed league to kill;', 'and holy-thoughted lucrece to their sight', ""must sell her joy, her life, her world's delight.""]"
102	the rape of lucrece	"['her lily hand her rosy cheek lies under,', 'cozening the pillow of a lawful kiss;', 'who, therefore angry, seems to part in sunder,', 'swelling on either side to want his bliss;', 'between whose hills her head entombed is:', 'where, like a virtuous monument, she lies,', ""to be admired of lewd unhallow'd eyes.""]"
103	the rape of lucrece	"['without the bed her other fair hand was,', 'on the green coverlet; whose perfect white', ""show'd like an april daisy on the grass,"", 'with pearly sweat, resembling dew of night.', 'her eyes, like marigolds, had sheathed their light,', 'and canopied in darkness sweetly lay,', 'till they might open to adorn the day.']"
104	the rape of lucrece	"[""her hair, like golden threads, play'd with her breath;"", 'o modest wantons! wanton modesty!', ""showing life's triumph in the map of death,"", ""and death's dim look in life's mortality:"", 'each in her sleep themselves so beautify,', 'as if between them twain there were no strife,', 'but that life lived in death, and death in life.']"
105	the rape of lucrece	['her breasts, like ivory globes circled with blue,', 'a pair of maiden worlds unconquered,', 'save of their lord no bearing yoke they knew,', 'and him by oath they truly honoured.', 'these worlds in tarquin new ambition bred;', 'who, like a foul ursurper, went about', 'from this fair throne to heave the owner out.']
106	the rape of lucrece	['what could he see but mightily he noted?', 'what did he note but strongly he desired?', 'what he beheld, on that he firmly doted,', 'and in his will his wilful eye he tired.', 'with more than admiration he admired', 'her azure veins, her alabaster skin,', 'her coral lips, her snow-white dimpled chin.']
107	the rape of lucrece	"[""as the grim lion fawneth o'er his prey,"", 'sharp hunger by the conquest satisfied,', ""so o'er this sleeping soul doth tarquin stay,"", 'his rage of lust by gazing qualified;', ""slack'd, not suppress'd; for standing by her side,"", 'his eye, which late this mutiny restrains,', 'unto a greater uproar tempts his veins:']"
108	the rape of lucrece	"['and they, like straggling slaves for pillage fighting,', 'obdurate vassals fell exploits effecting,', 'in bloody death and ravishment delighting,', ""nor children's tears nor mothers' groans respecting,"", 'swell in their pride, the onset still expecting:', 'anon his beating heart, alarum striking,', 'gives the hot charge and bids them do their liking.']"
109	the rape of lucrece	"['his drumming heart cheers up his burning eye,', 'his eye commends the leading to his hand;', 'his hand, as proud of such a dignity,', ""smoking with pride, march'd on to make his stand"", 'on her bare breast, the heart of all her land;', 'whose ranks of blue veins, as his hand did scale,', 'left there round turrets destitute and pale.']"
110	the rape of lucrece	"['they, mustering to the quiet cabinet', 'where their dear governess and lady lies,', 'do tell her she is dreadfully beset,', 'and fright her with confusion of their cries:', ""she, much amazed, breaks ope her lock'd-up eyes,"", 'who, peeping forth this tumult to behold,', ""are by his flaming torch dimm'd and controll'd.""]"
111	the rape of lucrece	"['imagine her as one in dead of night', 'from forth dull sleep by dreadful fancy waking,', 'that thinks she hath beheld some ghastly sprite,', 'whose grim aspect sets every joint a-shaking;', ""what terror or 'tis! but she, in worser taking,"", 'from sleep disturbed, heedfully doth view', 'the sight which makes supposed terror true.']"
112	the rape of lucrece	"[""wrapp'd and confounded in a thousand fears,"", ""like to a new-kill'd bird she trembling lies;"", 'she dares not look; yet, winking, there appears', 'quick-shifting antics, ugly in her eyes:', ""such shadows are the weak brain's forgeries;"", 'who, angry that the eyes fly from their lights,', 'in darkness daunts them with more dreadful sights.']"
113	the rape of lucrece	"['his hand, that yet remains upon her breast,--', 'rude ram, to batter such an ivory wall!--', ""may feel her heart-poor citizen!--distress'd,"", 'wounding itself to death, rise up and fall,', 'beating her bulk, that his hand shakes withal.', 'this moves in him more rage and lesser pity,', 'to make the breach and enter this sweet city.']"
114	the rape of lucrece	"['first, like a trumpet, doth his tongue begin', 'to sound a parley to his heartless foe;', ""who o'er the white sheet peers her whiter chin,"", 'the reason of this rash alarm to know,', 'which he by dumb demeanor seeks to show;', 'but she with vehement prayers urgeth still', 'under what colour he commits this ill.']"
115	the rape of lucrece	"[""thus he replies: 'the colour in thy face,"", 'that even for anger makes the lily pale,', 'and the red rose blush at her own disgrace,', 'shall plead for me and tell my loving tale:', 'under that colour am i come to scale', ""thy never-conquer'd fort: the fault is thine,"", 'for those thine eyes betray thee unto mine.']"
116	the rape of lucrece	"[""'thus i forestall thee, if thou mean to chide:"", 'thy beauty hath ensnared thee to this night,', 'where thou with patience must my will abide;', ""my will that marks thee for my earth's delight,"", 'which i to conquer sought with all my might;', 'but as reproof and reason beat it dead,', 'by thy bright beauty was it newly bred.']"
117	the rape of lucrece	"[""'i see what crosses my attempt will bring;"", 'i know what thorns the growing rose defends;', 'i think the honey guarded with a sting;', 'all this beforehand counsel comprehends:', 'but will is deaf and hears no heedful friends;', 'only he hath an eye to gaze on beauty,', ""and dotes on what he looks, 'gainst law or duty.""]"
118	the rape of lucrece	"[""'i have debated, even in my soul,"", 'what wrong, what shame, what sorrow i shall breed;', ""but nothing can affection's course control,"", 'or stop the headlong fury of his speed.', 'i know repentant tears ensue the deed,', 'reproach, disdain, and deadly enmity;', ""yet strive i to embrace mine infamy.'""]"
119	the rape of lucrece	"['this said, he shakes aloft his roman blade,', 'which, like a falcon towering in the skies,', ""coucheth the fowl below with his wings' shade,"", 'whose crooked beak threats if he mount he dies:', 'so under his insulting falchion lies', 'harmless lucretia, marking what he tells', ""with trembling fear, as fowl hear falcon's bells.""]"
120	the rape of lucrece	"[""'lucrece,' quoth he,'this night i must enjoy thee:"", 'if thou deny, then force must work my way,', 'for in thy bed i purpose to destroy thee:', ""that done, some worthless slave of thine i'll slay,"", ""to kill thine honour with thy life's decay;"", 'and in thy dead arms do i mean to place him,', 'swearing i slew him, seeing thee embrace him.']"
121	the rape of lucrece	"[""'so thy surviving husband shall remain"", 'the scornful mark of every open eye;', 'thy kinsmen hang their heads at this disdain,', ""thy issue blurr'd with nameless bastardy:"", 'and thou, the author of their obloquy,', 'shalt have thy trespass cited up in rhymes,', 'and sung by children in succeeding times.']"
122	the rape of lucrece	"[""'but if thou yield, i rest thy secret friend:"", 'the fault unknown is as a thought unacted;', 'a little harm done to a great good end', 'for lawful policy remains enacted.', 'the poisonous simple sometimes is compacted', 'in a pure compound; being so applied,', 'his venom in effect is purified.']"
123	the rape of lucrece	"[""'then, for thy husband and thy children's sake,"", 'tender my suit: bequeath not to their lot', 'the shame that from them no device can take,', 'the blemish that will never be forgot;', ""worse than a slavish wipe or birth-hour's blot:"", ""for marks descried in men's nativity"", ""are nature's faults, not their own infamy.'""]"
124	the rape of lucrece	"[""here with a cockatrice' dead-killing eye"", 'he rouseth up himself and makes a pause;', 'while she, the picture of pure piety,', ""like a white hind under the gripe's sharp claws,"", 'pleads, in a wilderness where are no laws,', 'to the rough beast that knows no gentle right,', 'nor aught obeys but his foul appetite.']"
125	the rape of lucrece	"['but when a black-faced cloud the world doth threat,', 'in his dim mist the aspiring mountains hiding,', ""from earth's dark womb some gentle gust doth get,"", 'which blows these pitchy vapours from their bidding,', 'hindering their present fall by this dividing;', ""so his unhallow'd haste her words delays,"", 'and moody pluto winks while orpheus plays.']"
126	the rape of lucrece	['yet, foul night-waking cat, he doth but dally,', 'while in his hold-fast foot the weak mouse panteth:', 'her sad behavior feeds his vulture folly,', 'a swallowing gulf that even in plenty wanteth:', 'his ear her prayers admits, but his heart granteth', 'no penetrable entrance to her plaining:', 'tears harden lust, though marble wear with raining.']
127	the rape of lucrece	"[""her pity-pleading eyes are sadly fix'd"", 'in the remorseless wrinkles of his face;', ""her modest eloquence with sighs is mix'd,"", 'which to her oratory adds more grace.', 'she puts the period often from his place;', 'and midst the sentence so her accent breaks,', 'that twice she doth begin ere once she speaks.']"
128	the rape of lucrece	"['she conjures him by high almighty jove,', ""by knighthood, gentry, and sweet friendship's oath,"", ""by her untimely tears, her husband's love,"", 'by holy human law, and common troth,', 'by heaven and earth, and all the power of both,', ""that to his borrow'd bed he make retire,"", 'and stoop to honour, not to foul desire.']"
129	the rape of lucrece	"[""quoth she, 'reward not hospitality"", 'with such black payment as thou hast pretended;', 'mud not the fountain that gave drink to thee;', 'mar not the thing that cannot be amended;', 'end thy ill aim before thy shoot be ended;', 'he is no woodman that doth bend his bow', 'to strike a poor unseasonable doe.']"
130	the rape of lucrece	"[""'my husband is thy friend; for his sake spare me:"", 'thyself art mighty; for thine own sake leave me:', 'myself a weakling; do not then ensnare me:', ""thou look'st not like deceit; do not deceive me."", 'my sighs, like whirlwinds, labour hence to heave thee:', 'if ever man were moved with woman moans,', 'be moved with my tears, my sighs, my groans:']"
131	the rape of lucrece	"[""'all which together, like a troubled ocean,"", 'beat at thy rocky and wreck-threatening heart,', 'to soften it with their continual motion;', 'for stones dissolved to water do convert.', 'o, if no harder than a stone thou art,', 'melt at my tears, and be compassionate!', 'soft pity enters at an iron gate.']"
132	the rape of lucrece	"[""'in tarquin's likeness i did entertain thee:"", 'hast thou put on his shape to do him shame?', 'to all the host of heaven i complain me,', ""thou wrong'st his honour, wound'st his princely name."", ""thou art not what thou seem'st; and if the same,"", ""thou seem'st not what thou art, a god, a king;"", 'for kings like gods should govern everything.']"
133	the rape of lucrece	"[""'how will thy shame be seeded in thine age,"", 'when thus thy vices bud before thy spring!', 'if in thy hope thou darest do such outrage,', 'what darest thou not when once thou art a king?', ""o, be remember'd, no outrageous thing"", 'from vassal actors can be wiped away;', ""then kings' misdeeds cannot be hid in clay.""]"
134	the rape of lucrece	"[""'this deed will make thee only loved for fear;"", ""but happy monarchs still are fear'd for love:"", 'with foul offenders thou perforce must bear,', 'when they in thee the like offences prove:', 'if but for fear of this, thy will remove;', 'for princes are the glass, the school, the book,', ""where subjects' eyes do learn, do read, do look.""]"
135	the rape of lucrece	"[""'and wilt thou be the school where lust shall learn?"", 'must he in thee read lectures of such shame?', 'wilt thou be glass wherein it shall discern', 'authority for sin, warrant for blame,', 'to privilege dishonour in thy name?', ""thou black'st reproach against long-living laud,"", 'and makest fair reputation but a bawd.']"
136	the rape of lucrece	"[""'hast thou command? by him that gave it thee,"", 'from a pure heart command thy rebel will:', 'draw not thy sword to guard iniquity,', 'for it was lent thee all that brood to kill.', 'thy princely office how canst thou fulfil,', ""when, pattern'd by thy fault, foul sin may say,"", ""he learn'd to sin, and thou didst teach the way?""]"
137	the rape of lucrece	"[""'think but how vile a spectacle it were,"", 'to view thy present trespass in another.', ""men's faults do seldom to themselves appear;"", 'their own transgressions partially they smother:', 'this guilt would seem death-worthy in thy brother.', ""o, how are they wrapp'd in with infamies"", 'that from their own misdeeds askance their eyes!']"
138	the rape of lucrece	"[""'to thee, to thee, my heaved-up hands appeal,"", 'not to seducing lust, thy rash relier:', ""i sue for exiled majesty's repeal;"", 'let him return, and flattering thoughts retire:', 'his true respect will prison false desire,', 'and wipe the dim mist from thy doting eyne,', ""that thou shalt see thy state and pity mine.'""]"
139	the rape of lucrece	"[""'have done,' quoth he: 'my uncontrolled tide"", 'turns not, but swells the higher by this let.', 'small lights are soon blown out, huge fires abide,', 'and with the wind in greater fury fret:', 'the petty streams that pay a daily debt', ""to their salt sovereign, with their fresh falls' haste"", ""add to his flow, but alter not his taste.'""]"
140	the rape of lucrece	"[""'thou art,' quoth she, 'a sea, a sovereign king;"", 'and, lo, there falls into thy boundless flood', 'black lust, dishonour, shame, misgoverning,', 'who seek to stain the ocean of thy blood.', 'if all these pretty ills shall change thy good,', ""thy sea within a puddle's womb is hearsed,"", 'and not the puddle in thy sea dispersed.']"
141	the rape of lucrece	"[""'so shall these slaves be king, and thou their slave;"", 'thou nobly base, they basely dignified;', 'thou their fair life, and they thy fouler grave:', 'thou loathed in their shame, they in thy pride:', 'the lesser thing should not the greater hide;', ""the cedar stoops not to the base shrub's foot,"", ""but low shrubs wither at the cedar's root.""]"
142	the rape of lucrece	"[""'so let thy thoughts, low vassals to thy state'--"", ""no more,' quoth he; 'by heaven, i will not hear thee:"", 'yield to my love; if not, enforced hate,', ""instead of love's coy touch, shall rudely tear thee;"", 'that done, despitefully i mean to bear thee', 'unto the base bed of some rascal groom,', ""to be thy partner in this shameful doom.'""]"
143	the rape of lucrece	"['this said, he sets his foot upon the light,', 'for light and lust are deadly enemies:', 'shame folded up in blind concealing night,', 'when most unseen, then most doth tyrannize.', 'the wolf hath seized his prey, the poor lamb cries;', ""till with her own white fleece her voice controll'd"", ""entombs her outcry in her lips' sweet fold:""]"
144	the rape of lucrece	['for with the nightly linen that she wears', 'he pens her piteous clamours in her head;', 'cooling his hot face in the chastest tears', 'that ever modest eyes with sorrow shed.', 'o, that prone lust should stain so pure a bed!', 'the spots whereof could weeping purify,', 'her tears should drop on them perpetually.']
145	the rape of lucrece	['but she hath lost a dearer thing than life,', 'and he hath won what he would lose again:', 'this forced league doth force a further strife;', 'this momentary joy breeds months of pain;', 'this hot desire converts to cold disdain:', 'pure chastity is rifled of her store,', 'and lust, the thief, far poorer than before.']
146	the rape of lucrece	['look, as the full-fed hound or gorged hawk,', 'unapt for tender smell or speedy flight,', 'make slow pursuit, or altogether balk', 'the prey wherein by nature they delight;', 'so surfeit-taking tarquin fares this night:', 'his taste delicious, in digestion souring,', 'devours his will, that lived by foul devouring.']
147	the rape of lucrece	['o, deeper sin than bottomless conceit', 'can comprehend in still imagination!', 'drunken desire must vomit his receipt,', 'ere he can see his own abomination.', 'while lust is in his pride, no exclamation', 'can curb his heat or rein his rash desire,', 'till like a jade self-will himself doth tire.']
148	the rape of lucrece	"[""and then with lank and lean discolour'd cheek,"", 'with heavy eye, knit brow, and strengthless pace,', 'feeble desire, all recreant, poor, and meek,', 'like to a bankrupt beggar wails his case:', 'the flesh being proud, desire doth fight with grace,', 'for there it revels; and when that decays,', 'the guilty rebel for remission prays.']"
149	the rape of lucrece	"['so fares it with this faultful lord of rome,', 'who this accomplishment so hotly chased;', 'for now against himself he sounds this doom,', 'that through the length of times he stands disgraced:', ""besides, his soul's fair temple is defaced;"", 'to whose weak ruins muster troops of cares,', 'to ask the spotted princess how she fares.']"
150	the rape of lucrece	"['she says, her subjects with foul insurrection', ""have batter'd down her consecrated wall,"", 'and by their mortal fault brought in subjection', 'her immortality, and made her thrall', 'to living death and pain perpetual:', 'which in her prescience she controlled still,', 'but her foresight could not forestall their will.']"
151	the rape of lucrece	"['even in this thought through the dark night he stealeth,', 'a captive victor that hath lost in gain;', 'bearing away the wound that nothing healeth,', 'the scar that will, despite of cure, remain;', ""leaving his spoil perplex'd in greater pain."", 'she bears the load of lust he left behind,', 'and he the burden of a guilty mind.']"
152	the rape of lucrece	"['he like a thievish dog creeps sadly thence;', 'she like a wearied lamb lies panting there;', 'he scowls and hates himself for his offence;', 'she, desperate, with her nails her flesh doth tear;', 'he faintly flies, sneaking with guilty fear;', 'she stays, exclaiming on the direful night;', ""he runs, and chides his vanish'd, loathed delight.""]"
153	the rape of lucrece	"['he thence departs a heavy convertite;', 'she there remains a hopeless castaway;', 'he in his speed looks for the morning light;', 'she prays she never may behold the day,', ""'for day,' quoth she, 'nights scapes doth open lay,"", 'and my true eyes have never practised how', 'to cloak offences with a cunning brow.']"
154	the rape of lucrece	"[""'they think not but that every eye can see"", 'the same disgrace which they themselves behold;', 'and therefore would they still in darkness be,', 'to have their unseen sin remain untold;', 'for they their guilt with weeping will unfold,', 'and grave, like water that doth eat in steel,', ""upon my cheeks what helpless shame i feel.'""]"
155	the rape of lucrece	['here she exclaims against repose and rest,', 'and bids her eyes hereafter still be blind.', 'she wakes her heart by beating on her breast,', 'and bids it leap from thence, where it may find', 'some purer chest to close so pure a mind.', 'frantic with grief thus breathes she forth her spite', 'against the unseen secrecy of night:']
156	the rape of lucrece	"[""'o comfort-killing night, image of hell!"", 'dim register and notary of shame!', 'black stage for tragedies and murders fell!', 'vast sin-concealing chaos! nurse of blame!', 'blind muffled bawd! dark harbour for defame!', 'grim cave of death! whispering conspirator', 'with close-tongued treason and the ravisher!']"
157	the rape of lucrece	"[""'o hateful, vaporous, and foggy night!"", 'since thou art guilty of my cureless crime,', 'muster thy mists to meet the eastern light,', ""make war against proportion'd course of time;"", 'or if thou wilt permit the sun to climb', 'his wonted height, yet ere he go to bed,', 'knit poisonous clouds about his golden head.']"
158	the rape of lucrece	"[""'with rotten damps ravish the morning air;"", 'let their exhaled unwholesome breaths make sick', 'the life of purity, the supreme fair,', 'ere he arrive his weary noon-tide prick;', 'and let thy misty vapours march so thick,', ""that in their smoky ranks his smother'd light"", 'may set at noon and make perpetual night.']"
159	the rape of lucrece	"[""'were tarquin night, as he is but night's child,"", 'the silver-shining queen he would distain;', 'her twinkling handmaids too, by him defiled,', ""through night's black bosom should not peep again:"", 'so should i have co-partners in my pain;', 'and fellowship in woe doth woe assuage,', ""as palmers' chat makes short their pilgrimage.""]"
160	the rape of lucrece	"[""'where now i have no one to blush with me,"", 'to cross their arms and hang their heads with mine,', 'to mask their brows and hide their infamy;', 'but i alone alone must sit and pine,', 'seasoning the earth with showers of silver brine,', 'mingling my talk with tears, my grief with groans,', 'poor wasting monuments of lasting moans.']"
161	the rape of lucrece	"[""'o night, thou furnace of foul-reeking smoke,"", 'let not the jealous day behold that face', 'which underneath thy black all-hiding cloak', ""immodestly lies martyr'd with disgrace!"", 'keep still possession of thy gloomy place,', 'that all the faults which in thy reign are made', 'may likewise be sepulchred in thy shade!']"
162	the rape of lucrece	"[""'make me not object to the tell-tale day!"", ""the light will show, character'd in my brow,"", ""the story of sweet chastity's decay,"", 'the impious breach of holy wedlock vow:', 'yea the illiterate, that know not how', 'to cipher what is writ in learned books,', 'will quote my loathsome trespass in my looks.']"
163	the rape of lucrece	"[""'the nurse, to still her child, will tell my story,"", ""and fright her crying babe with tarquin's name;"", 'the orator, to deck his oratory,', ""will couple my reproach to tarquin's shame;"", 'feast-finding minstrels, tuning my defame,', 'will tie the hearers to attend each line,', 'how tarquin wronged me, i collatine.']"
164	the rape of lucrece	"[""'let my good name, that senseless reputation,"", ""for collatine's dear love be kept unspotted:"", 'if that be made a theme for disputation,', 'the branches of another root are rotted,', 'and undeserved reproach to him allotted', 'that is as clear from this attaint of mine', 'as i, ere this, was pure to collatine.']"
165	the rape of lucrece	"[""'o unseen shame! invisible disgrace!"", 'o unfelt sore! crest-wounding, private scar!', ""reproach is stamp'd in collatinus' face,"", ""and tarquin's eye may read the mot afar,"", 'how he in peace is wounded, not in war.', 'alas, how many bear such shameful blows,', 'which not themselves, but he that gives them knows!']"
166	the rape of lucrece	"[""'if, collatine, thine honour lay in me,"", 'from me by strong assault it is bereft.', 'my honour lost, and i, a drone-like bee,', 'have no perfection of my summer left,', ""but robb'd and ransack'd by injurious theft:"", 'in thy weak hive a wandering wasp hath crept,', ""and suck'd the honey which thy chaste bee kept.""]"
167	the rape of lucrece	"[""'yet am i guilty of thy honour's wrack;"", 'yet for thy honour did i entertain him;', 'coming from thee, i could not put him back,', 'for it had been dishonour to disdain him:', 'besides, of weariness he did complain him,', ""and talk'd of virtue: o unlook'd-for evil,"", 'when virtue is profaned in such a devil!']"
168	the rape of lucrece	"[""'why should the worm intrude the maiden bud?"", ""or hateful cuckoos hatch in sparrows' nests?"", 'or toads infect fair founts with venom mud?', 'or tyrant folly lurk in gentle breasts?', 'or kings be breakers of their own behests?', 'but no perfection is so absolute,', 'that some impurity doth not pollute.']"
169	the rape of lucrece	"[""'the aged man that coffers-up his gold"", 'is plagued with cramps and gouts and painful fits;', 'and scarce hath eyes his treasure to behold,', 'but like still-pining tantalus he sits,', 'and useless barns the harvest of his wits;', 'having no other pleasure of his gain', 'but torment that it cannot cure his pain.']"
170	the rape of lucrece	"[""'so then he hath it when he cannot use it,"", ""and leaves it to be master'd by his young;"", 'who in their pride do presently abuse it:', 'their father was too weak, and they too strong,', 'to hold their cursed-blessed fortune long.', 'the sweets we wish for turn to loathed sours', 'even in the moment that we call them ours.']"
171	the rape of lucrece	"[""'unruly blasts wait on the tender spring;"", 'unwholesome weeds take root with precious flowers;', 'the adder hisses where the sweet birds sing;', 'what virtue breeds iniquity devours:', 'we have no good that we can say is ours,', 'but ill-annexed opportunity', 'or kills his life or else his quality.']"
172	the rape of lucrece	"[""'o opportunity, thy guilt is great!"", ""'tis thou that executest the traitor's treason:"", ""thou set'st the wolf where he the lamb may get;"", ""whoever plots the sin, thou 'point'st the season;"", ""'tis thou that spurn'st at right, at law, at reason;"", 'and in thy shady cell, where none may spy him,', 'sits sin, to seize the souls that wander by him.']"
173	the rape of lucrece	"[""'thou makest the vestal violate her oath;"", ""thou blow'st the fire when temperance is thaw'd;"", ""thou smother'st honesty, thou murder'st troth;"", 'thou foul abettor! thou notorious bawd!', 'thou plantest scandal and displacest laud:', 'thou ravisher, thou traitor, thou false thief,', 'thy honey turns to gall, thy joy to grief!']"
174	the rape of lucrece	"[""'thy secret pleasure turns to open shame,"", 'thy private feasting to a public fast,', 'thy smoothing titles to a ragged name,', ""thy sugar'd tongue to bitter wormwood taste:"", 'thy violent vanities can never last.', 'how comes it then, vile opportunity,', 'being so bad, such numbers seek for thee?']"
175	the rape of lucrece	"[""'when wilt thou be the humble suppliant's friend,"", ""and bring him where his suit may be obtain'd?"", 'when wilt thou sort an hour great strifes to end?', ""or free that soul which wretchedness hath chain'd?"", ""give physic to the sick, ease to the pain'd?"", 'the poor, lame, blind, halt, creep, cry out for thee;', ""but they ne'er meet with opportunity.""]"
176	the rape of lucrece	"[""'the patient dies while the physician sleeps;"", 'the orphan pines while the oppressor feeds;', 'justice is feasting while the widow weeps;', 'advice is sporting while infection breeds:', ""thou grant'st no time for charitable deeds:"", ""wrath, envy, treason, rape, and murder's rages,"", 'thy heinous hours wait on them as their pages.']"
177	the rape of lucrece	"[""'when truth and virtue have to do with thee,"", 'a thousand crosses keep them from thy aid:', ""they buy thy help; but sin ne'er gives a fee,"", 'he gratis comes; and thou art well appaid', 'as well to hear as grant what he hath said.', 'my collatine would else have come to me', ""when tarquin did, but he was stay'd by thee.""]"
178	the rape of lucrece	['guilty thou art of murder and of theft,', 'guilty of perjury and subornation,', 'guilty of treason, forgery, and shift,', 'guilty of incest, that abomination;', 'an accessary by thine inclination', 'to all sins past, and all that are to come,', 'from the creation to the general doom.']
179	the rape of lucrece	"[""'mis-shapen time, copesmate of ugly night,"", 'swift subtle post, carrier of grisly care,', 'eater of youth, false slave to false delight,', ""base watch of woes, sin's pack-horse, virtue's snare;"", ""thou nursest all and murder'st all that are:"", 'o, hear me then, injurious, shifting time!', 'be guilty of my death, since of my crime.']"
180	the rape of lucrece	"[""'why hath thy servant, opportunity,"", ""betray'd the hours thou gavest me to repose,"", ""cancell'd my fortunes, and enchained me"", 'to endless date of never-ending woes?', ""time's office is to fine the hate of foes;"", 'to eat up errors by opinion bred,', 'not spend the dowry of a lawful bed.']"
181	the rape of lucrece	"[""'time's glory is to calm contending kings,"", 'to unmask falsehood and bring truth to light,', 'to stamp the seal of time in aged things,', 'to wake the morn and sentinel the night,', 'to wrong the wronger till he render right,', 'to ruinate proud buildings with thy hours,', 'and smear with dust their glittering golden towers;']"
182	the rape of lucrece	"[""'to fill with worm-holes stately monuments,"", 'to feed oblivion with decay of things,', 'to blot old books and alter their contents,', ""to pluck the quills from ancient ravens' wings,"", ""to dry the old oak's sap and cherish springs,"", ""to spoil antiquities of hammer'd steel,"", ""and turn the giddy round of fortune's wheel;""]"
183	the rape of lucrece	"[""'to show the beldam daughters of her daughter,"", 'to make the child a man, the man a child,', 'to slay the tiger that doth live by slaughter,', 'to tame the unicorn and lion wild,', 'to mock the subtle in themselves beguiled,', 'to cheer the ploughman with increaseful crops,', 'and waste huge stones with little water drops.']"
184	the rape of lucrece	"[""'why work'st thou mischief in thy pilgrimage,"", 'unless thou couldst return to make amends?', 'one poor retiring minute in an age', 'would purchase thee a thousand thousand friends,', 'lending him wit that to bad debtors lends:', 'o, this dread night, wouldst thou one hour come back,', 'i could prevent this storm and shun thy wrack!']"
185	the rape of lucrece	"[""'thou ceaseless lackey to eternity,"", 'with some mischance cross tarquin in his flight:', 'devise extremes beyond extremity,', 'to make him curse this cursed crimeful night:', 'let ghastly shadows his lewd eyes affright;', 'and the dire thought of his committed evil', 'shape every bush a hideous shapeless devil.']"
186	the rape of lucrece	"[""'disturb his hours of rest with restless trances,"", 'afflict him in his bed with bedrid groans;', 'let there bechance him pitiful mischances,', 'to make him moan; but pity not his moans:', ""stone him with harden'd hearts harder than stones;"", 'and let mild women to him lose their mildness,', 'wilder to him than tigers in their wildness.']"
187	the rape of lucrece	"[""'let him have time to tear his curled hair,"", 'let him have time against himself to rave,', ""let him have time of time's help to despair,"", 'let him have time to live a loathed slave,', ""let him have time a beggar's orts to crave,"", 'and time to see one that by alms doth live', 'disdain to him disdained scraps to give.']"
188	the rape of lucrece	"[""'let him have time to see his friends his foes,"", 'and merry fools to mock at him resort;', 'let him have time to mark how slow time goes', 'in time of sorrow, and how swift and short', 'his time of folly and his time of sport;', 'and ever let his unrecalling crime', ""have time to wail th' abusing of his time.""]"
189	the rape of lucrece	"[""'o time, thou tutor both to good and bad,"", ""teach me to curse him that thou taught'st this ill!"", 'at his own shadow let the thief run mad,', 'himself himself seek every hour to kill!', 'such wretched hands such wretched blood should spill;', 'for who so base would such an office have', ""as slanderous death's-man to so base a slave?""]"
190	the rape of lucrece	"[""'the baser is he, coming from a king,"", 'to shame his hope with deeds degenerate:', 'the mightier man, the mightier is the thing', ""that makes him honour'd, or begets him hate;"", 'for greatest scandal waits on greatest state.', ""the moon being clouded presently is miss'd,"", 'but little stars may hide them when they list.']"
191	the rape of lucrece	"[""'the crow may bathe his coal-black wings in mire,"", 'and unperceived fly with the filth away;', 'but if the like the snow-white swan desire,', 'the stain upon his silver down will stay.', 'poor grooms are sightless night, kings glorious day:', ""gnats are unnoted wheresoe'er they fly,"", 'but eagles gazed upon with every eye.']"
192	the rape of lucrece	"[""'out, idle words, servants to shallow fools!"", 'unprofitable sounds, weak arbitrators!', 'busy yourselves in skill-contending schools;', 'debate where leisure serves with dull debaters;', 'to trembling clients be you mediators:', 'for me, i force not argument a straw,', 'since that my case is past the help of law.']"
193	the rape of lucrece	"[""'in vain i rail at opportunity,"", 'at time, at tarquin, and uncheerful night;', 'in vain i cavil with mine infamy,', ""in vain i spurn at my confirm'd despite:"", 'this helpless smoke of words doth me no right.', 'the remedy indeed to do me good', 'is to let forth my foul-defiled blood.']"
194	the rape of lucrece	"[""'poor hand, why quiver'st thou at this decree?"", 'honour thyself to rid me of this shame:', 'for if i die, my honour lives in thee;', 'but if i live, thou livest in my defame:', 'since thou couldst not defend thy loyal dame,', 'and wast afeard to scratch her wicked foe,', ""kill both thyself and her for yielding so.'""]"
195	the rape of lucrece	['this said, from her be-tumbled couch she starteth,', 'to find some desperate instrument of death:', 'but this no slaughterhouse no tool imparteth', 'to make more vent for passage of her breath;', 'which, thronging through her lips, so vanisheth', 'as smoke from aetna, that in air consumes,', 'or that which from discharged cannon fumes.']
196	the rape of lucrece	"[""'in vain,' quoth she, 'i live, and seek in vain"", 'some happy mean to end a hapless life.', ""i fear'd by tarquin's falchion to be slain,"", 'yet for the self-same purpose seek a knife:', ""but when i fear'd i was a loyal wife:"", 'so am i now: o no, that cannot be;', 'of that true type hath tarquin rifled me.']"
197	the rape of lucrece	"[""'o, that is gone for which i sought to live,"", 'and therefore now i need not fear to die.', 'to clear this spot by death, at least i give', ""a badge of fame to slander's livery;"", 'a dying life to living infamy:', ""poor helpless help, the treasure stol'n away,"", 'to burn the guiltless casket where it lay!']"
